9.187947397120296955e+00,8.648844045144207016e+00,0.000000000000000000e+00,2.357127286182536183e-02,2.646722380842425060e-01,2.918254278687325981e-02,-1.546836651262784024e-02
9.287947398610413074e+00,8.633078141970024433e+00,0.000000000000000000e+00,3.447538378404559067e-02,6.100941888455174711e-01,1.297622303368374475e+00,-2.242928562270041226e-03
9.387947400100529194e+00,7.233798985504233947e+00,0.000000000000000000e+00,1.912986772677745806e-01,4.141469764238539852e+00,3.022292268731251230e+00,-4.919081427079419200e-05
9.487947401590645313e+00,3.110280594663879405e+00,0.000000000000000000e+00,3.790374962919895729e-02,2.704131007179753521e+00,1.802710580044656064e-01,-4.543969614950738034e-03
9.587947403080761433e+00,3.336151493543489277e+00,0.000000000000000000e+00,1.314309306364958574e-01,1.104052184241956780e-01,8.367281538951302222e-01,-3.807753065230512490e-03
9.687947404570877552e+00,2.551280847089894444e+00,0.000000000000000000e+00,1.595080077817678799e-01,7.643215772049568590e-01,8.055776440041478859e-01,-3.500693944189503526e-03
9.787947406060993671e+00,1.553649199300818129e+00,0.000000000000000000e+00,1.080130174815431277e-01,1.191307823829046653e+00,4.120417700140378003e-01,-3.261035533229650341e-03
9.887947407551109791e+00,8.187801775891463407e-01,0.000000000000000000e+00,3.855094828328994166e-02,1.042357498200615407e+00,1.615180741657608054e-01,-3.010531885038636446e-03
9.987947409041225910e+00,5.651976100821011206e-01,0.000000000000000000e+00,1.259146603433384040e-02,6.408786185696205839e-01,2.973635889806499483e-02,-2.867704923481539936e-03
1.008794741053134203e+01,6.997511968230201163e-01,0.000000000000000000e+00,3.571320746378897626e-02,2.529231288464025007e-01,1.753880103723548869e-02,-2.710566859650986871e-03
1.018794741202145815e+01,6.949374225818572004e-01,0.000000000000000000e+00,3.633599634761741637e-02,1.802772296647721026e-02,2.201945828689555809e-02,-2.502805808753505445e-03
1.028794741351157427e+01,6.346558586022077453e-01,0.000000000000000000e+00,2.500339986966871805e-02,1.451489021698735560e-01,1.424522044334494524e-02,-2.311771990606059646e-03
1.038794741500169039e+01,5.716908717395594586e-01,0.000000000000000000e+00,1.164337359922926370e-02,1.604579031746892204e-01,5.809000136620936713e-03,-2.176323102948796162e-03
1.048794741649180651e+01,5.298064308262816491e-01,0.000000000000000000e+00,3.931740513389136299e-03,1.155219644671719031e-01,7.241123798812574815e-04,-1.948409991795685414e-03
1.058794741798192263e+01,5.138366758462639128e-01,0.000000000000000000e+00,6.060574241310402212e-03,5.559974152878906922e-02,3.038541257097516525e-03,-1.733077077564315616e-03
1.068794741947203875e+01,5.115554133489557120e-01,0.000000000000000000e+00,6.700898924703388784e-03,8.610143196745564942e-03,3.200341076004772130e-03,-1.470148244533620030e-03
