9.187947397120296955e+00,-2.703779946661568623e-01,1.684996316133890559e+00,1.684831439782762397e+00,4.535447214000458693e+00,7.057279136619330373e+00,-1.546836651262784024e-02
9.287947398610413074e+00,4.202901676589432256e-02,2.766168254758143985e-01,2.744600445406579770e-01,-6.225794473109329097e+00,-1.407839804747847090e+01,-2.242928562270041226e-03
9.387947400100529194e+00,4.096417720037085708e+00,2.051045698244501336e-01,7.397770365774120060e-02,-4.139568981691252425e+00,-1.794217271831525906e+00,-4.919081427079419200e-05
9.487947401590645313e+00,7.223582446179042549e+00,3.551135301082118390e-01,3.530848694435416713e-01,3.188176367552840063e+00,1.489461318021399805e+00,-4.543969614950738034e-03
9.587947403080761433e+00,7.133172524243062362e+00,5.197648055712200676e-01,5.028731088281742645e-01,3.481625455270258573e+00,1.509870669655784203e+00,-3.807753065230512490e-03
9.687947404570877552e+00,7.360944265054472524e+00,7.391580163612935239e-01,7.217421759912979740e-01,2.020960953959821449e+00,2.080087141771506332e+00,-3.500693944189503526e-03
9.787947406060993671e+00,7.537563990901164246e+00,9.343475509992651418e-01,9.280832581793813096e-01,2.018421064299996903e+00,1.919513799784953179e+00,-3.261035533229650341e-03
9.887947407551109791e+00,7.578991317022257590e+00,1.124848414728418122e+00,1.124187609122024645e+00,2.216067195423411906e+00,1.901100359918561411e+00,-3.010531885038636446e-03
9.987947409041225910e+00,7.563047382075280822e+00,1.318093742528251733e+00,1.318033599372656184e+00,1.820819809606244677e+00,1.932895205982876563e+00,-2.867704923481539936e-03
1.008794741053134203e+01,7.540075525665320910e+00,1.480420224478144808e+00,1.479989394508139489e+00,1.563303392157414207e+00,1.623333727302690654e+00,-2.710566859650986871e-03
1.018794741202145815e+01,7.519555325642553356e+00,1.622453287234795427e+00,1.622046350949447824e+00,1.435324480050893303e+00,1.420197150215375181e+00,-2.502805808753505445e-03
1.028794741351157427e+01,7.499807773728699445e+00,1.754694423452433316e+00,1.754516272278494604e+00,1.356719109123699196e+00,1.322343763670204009e+00,-2.311771990606059646e-03
1.038794741500169039e+01,7.479208999954540360e+00,1.880869315205330627e+00,1.880833276165699397e+00,1.297890589682261897e+00,1.261737262084225986e+00,-2.176323102948796162e-03
1.048794741649180651e+01,7.457698993515836428e+00,2.002399510016441120e+00,2.002395649997926963e+00,1.246420466392545112e+00,1.215303611943387097e+00,-1.948409991795685414e-03
1.058794741798192263e+01,7.435689248701273790e+00,2.119884719583937205e+00,2.119876056227187444e+00,1.198111606052620237e+00,1.174849552536199715e+00,-1.733077077564315616e-03
1.068794741947203875e+01,7.413447603305177047e+00,2.233624599953320633e+00,2.233614548544630374e+00,1.151916615427021728e+00,1.137396748943465097e+00,-1.470148244533620030e-03
1.078794742096215487e+01,7.391113277740598342e+00,2.343802461726256059e+00,2.343795325268566820e+00,1.107566611572739168e+00,1.101771555172281536e+00,-1.600602819282981315e-03
1.088794742245227098e+01,7.368759871587484689e+00,2.450553950945502990e+00,2.450551361818754437e+00,1.064862452282113958e+00,1.067520952325637484e+00,-1.135793857132361140e-03
1.098794742394238710e+01,7.346486876621718842e+00,2.553998816934425431e+00,2.553997069823855881e+00,1.023684319286894295e+00,1.034445872427240287e+00,-1.158904682571515465e-03
1.108794742543250322e+01,7.324364635615888020e+00,2.654244015032367621e+00,2.654242690979378150e+00,9.840396381516001156e-01,1.002453094466862371e+00,-9.698926027201792976e-04
1.118794742692261934e+01,7.302466659679015315e+00,2.751389764350097522e+00,2.751388861943043551e+00,9.458935917377749858e-01,9.714592641533722484e-01,-7.348660516093286077e-04
1.128794742841273546e+01,7.280870479523534833e+00,2.845533616865958848e+00,2.845533080704783835e+00,9.092213060366778343e-01,9.414392247468063024e-01,-5.501440665229839766e-04
