9.187947397120296955e+00,1.601508104374911756e+00,1.598929575848731410e+00,4.535447214000458693e+00,5.343636745452884185e+01,0.000000000000000000e+00,4.048504005432128849e+01,3.126181854099060686e+00
9.287947398610413074e+00,3.772114162463559572e-01,3.661397461643045026e-01,-6.225794473109329097e+00,5.343159908294681060e+01,0.000000000000000000e+00,4.047827659606933537e+01,3.132039088144850325e+00
9.387947400100529194e+00,4.670320542374437056e-01,-3.199314138651382367e-01,-4.139568981691252425e+00,5.342261260986331450e+01,0.000000000000000000e+00,4.045583663940429631e+01,3.141469384673868159e+00
9.487947401590645313e+00,8.022868990900915431e-01,-6.964272389104246841e-01,3.188176367552840063e+00,5.339424652099612700e+01,0.000000000000000000e+00,4.038936935424804631e+01,3.138907049042599873e+00
9.587947403080761433e+00,1.024383284191726418e+00,-9.138148039784071974e-01,3.481625455270258573e+00,5.334126705169681060e+01,0.000000000000000000e+00,4.029837165832519474e+01,3.139015862073030405e+00
9.687947404570877552e+00,1.235709984062033584e+00,-1.178438675687371040e+00,2.020960953959821449e+00,5.325905269622806060e+01,0.000000000000000000e+00,4.018436370849609318e+01,3.139726892561255589e+00
9.787947406060993671e+00,1.425774035897585001e+00,-1.410111947181653669e+00,2.018421064299996903e+00,5.315642208099368560e+01,0.000000000000000000e+00,4.005029045104980412e+01,3.139828275932474710e+00
9.887947407551109791e+00,1.603757710654004409e+00,-1.602190100603286593e+00,2.216067195423411906e+00,5.303149074554446685e+01,0.000000000000000000e+00,3.989787994384765568e+01,3.139862280134686046e+00
9.987947409041225910e+00,1.772863644132676830e+00,-1.772818784344200482e+00,1.820819809606244677e+00,5.288628047943118560e+01,0.000000000000000000e+00,3.972815071105956974e+01,3.139922963619033780e+00
1.008794741053134203e+01,1.934552555704085464e+00,-1.933997318310510138e+00,1.563303392157414207e+00,5.272455257415774810e+01,0.000000000000000000e+00,3.954192672729492131e+01,3.140050494066831455e+00
1.018794741202145815e+01,2.089577864254928752e+00,-2.089046516463935799e+00,1.435324480050893303e+00,5.254797023773196685e+01,0.000000000000000000e+00,3.933989845275878849e+01,3.140239243310873452e+00
1.028794741351157427e+01,2.238387650007708896e+00,-2.238159627417528164e+00,1.356719109123699196e+00,5.235742229461673247e+01,0.000000000000000000e+00,3.912272010803222599e+01,3.140354678744824213e+00
1.038794741500169039e+01,2.381296166587599128e+00,-2.381254084124593273e+00,1.297890589682261897e+00,5.215357727050784575e+01,0.000000000000000000e+00,3.889098869323730412e+01,3.140505389004001557e+00
1.048794741649180651e+01,2.518561264242522579e+00,-2.518559759735648385e+00,1.246420466392545112e+00,5.193700450897220122e+01,0.000000000000000000e+00,3.864526496887206974e+01,3.140526075484959101e+00
1.058794741798192263e+01,2.650410493789280508e+00,-2.650402727450015039e+00,1.198111606052620237e+00,5.170822948455813872e+01,0.000000000000000000e+00,3.838612113952636662e+01,3.140814013417109862e+00
1.068794741947203875e+01,2.777056580206327396e+00,-2.777046054905549788e+00,1.151916615427021728e+00,5.146772712707522857e+01,0.000000000000000000e+00,3.811407981872558537e+01,3.140777980274020109e+00
1.078794742096215487e+01,2.898701702167892247e+00,-2.898695815966671141e+00,1.107566611572739168e+00,5.121595329284671294e+01,0.000000000000000000e+00,3.782964454650878849e+01,3.140885913163777854e+00
1.088794742245227098e+01,3.015536953484419858e+00,-3.015535182436564821e+00,1.064862452282113958e+00,5.095334571838382232e+01,0.000000000000000000e+00,3.753332267761230412e+01,3.141006497430907096e+00
1.098794742394238710e+01,3.026485103433842028e+00,-3.026484578652431701e+00,1.023684319286894295e+00,5.068031639099124419e+01,0.000000000000000000e+00,3.723052536010742131e+01,3.141025901948547361e+00
1.108794742543250322e+01,3.021370458301771311e+00,-3.021370230386145384e+00,9.840396381516001156e-01,5.039727348327640044e+01,0.000000000000000000e+00,3.692819915771484318e+01,3.141285662925256794e+00
1.118794742692261934e+01,3.016260691600140653e+00,-3.016260480303963654e+00,9.458935917377749858e-01,5.010459178924563872e+01,0.000000000000000000e+00,3.662637458801269474e+01,3.141436048746819143e+00
1.128794742841273546e+01,3.011161921719979873e+00,-3.011161751375844631e+00,9.092213060366778343e-01,4.980265373229983794e+01,0.000000000000000000e+00,3.632504402160644474e+01,3.141394381393225910e+00
1.138794742990285158e+01,3.006074905509751094e+00,-3.006074859499676233e+00,8.739712553760918823e-01,4.949181312561038482e+01,0.000000000000000000e+00,3.602420745849609318e+01,3.141684313274446083e+00
1.148794743139296770e+01,3.242832783484189907e+00,-3.242832762842151162e+00,8.401003835791532870e-01,4.917243904113772857e+01,0.000000000000000000e+00,3.571290336608886662e+01,3.141697668283005118e+00
1.158794743288308382e+01,3.476301463866436237e+00,-3.476301351785101357e+00,5.855821804209726533e-01,4.884525627136233794e+01,0.000000000000000000e+00,3.537513481140136662e+01,3.141845527953261996e+00
1.168794743437319994e+01,3.659477620558252209e+00,-3.659477522929601712e+00,-4.421246452016398820e-02,4.851662773132327544e+01,0.000000000000000000e+00,3.501710449218749943e+01,3.141818810179821675e+00
1.178794743586331606e+01,3.815636273764279274e+00,-3.815636125365999831e+00,-4.443160748943305455e-02,4.818846839904788482e+01,0.000000000000000000e+00,3.464240776062011662e+01,3.141868183540842629e+00
1.188794743735343218e+01,3.956834420197733238e+00,-3.956834134330421193e+00,-4.447879113980200694e-02,4.786070198059085357e+01,0.000000000000000000e+00,3.425299964904785099e+01,3.141971806086009344e+00
1.198794743884354830e+01,4.089193211993565669e+00,-4.089192310168672684e+00,-4.436407662563301296e-02,4.753330940246585357e+01,0.000000000000000000e+00,3.384999214172363224e+01,3.142256713679019597e+00
1.208794744033366442e+01,4.215814734823401189e+00,-4.215814003400003784e+00,3.776725309579929690e-01,4.720571559906009185e+01,0.000000000000000000e+00,3.343408332824706974e+01,3.142181710724829991e+00
1.218794744182378054e+01,4.338287467725044699e+00,-4.338286709013718934e+00,1.970801897905886779e+00,4.686290782928470122e+01,0.000000000000000000e+00,3.300575195312499943e+01,3.142184033670530674e+00
1.228794744331389666e+01,4.457439988279976006e+00,-4.457439377599386354e+00,1.438653111436284604e+00,4.650366157531741607e+01,0.000000000000000000e+00,3.256533943176269474e+01,3.142116053303094514e+00
1.238794744480401278e+01,4.573719283090357024e+00,-4.573718271487267728e+00,1.190729267151386050e+00,4.613172573089602935e+01,0.000000000000000000e+00,3.211318145751953068e+01,3.142257731968701506e+00
1.248794744629412889e+01,4.687380893354359479e+00,-4.687380162210975421e+00,1.066491936523926709e+00,4.574879116058352935e+01,0.000000000000000000e+00,3.164954124450683182e+01,3.142151185550305925e+00
1.258794744778424501e+01,4.798579288950018729e+00,-4.798578653746384148e+00,9.964036319462453717e-01,4.535567802429202544e+01,0.000000000000000000e+00,3.117466865539550369e+01,3.142107188834048159e+00
1.268794744927436113e+01,4.907418529873527113e+00,-4.907417492034565676e+00,9.509489035196782014e-01,4.495287078857425200e+01,0.000000000000000000e+00,3.068881546020507400e+01,3.142243010660784819e+00
1.278794745076447725e+01,5.014018515189655467e+00,-5.014015126081472040e+00,9.173965067372916726e-01,4.454071754455569732e+01,0.000000000000000000e+00,3.019219909667968338e+01,3.142097927947111735e+00
1.288794745225459337e+01,5.118353990014780308e+00,-5.118353456903053100e+00,8.900112140143682238e-01,4.411950057983401763e+01,0.000000000000000000e+00,2.968505416870116775e+01,3.142020114706153500e+00
1.298794745374470949e+01,5.220494012130996175e+00,-5.220493424516527092e+00,8.659119826205936565e-01,4.368950981140140044e+01,0.000000000000000000e+00,2.916757522583007400e+01,3.142059073624176246e+00
1.308794745523482561e+01,5.320502864174263102e+00,-5.320502312952736901e+00,8.436832734705971282e-01,4.325097030639651763e+01,0.000000000000000000e+00,2.864001594543456619e+01,3.142036558581446926e+00
1.318794745672494173e+01,5.418438093617486295e+00,-5.418437767541663064e+00,8.225337566670151146e-01,4.280410140991214263e+01,0.000000000000000000e+00,2.810256896972655838e+01,3.141934123199937368e+00
1.328794745821505785e+01,5.496349396625750394e+00,-5.496349132322649211e+00,8.020689772538341922e-01,4.234913200378421294e+01,0.000000000000000000e+00,2.755561386108398025e+01,3.141901508758426331e+00
1.338794745970517397e+01,5.489601174944778172e+00,-5.489600972916847788e+00,7.821750030819188959e-01,4.188625282287600982e+01,0.000000000000000000e+00,2.700619827270507400e+01,3.141863782366105529e+00
1.348794746119529009e+01,5.480221037990317789e+00,-5.480220562405838436e+00,7.627628483271592374e-01,4.141566986083987700e+01,0.000000000000000000e+00,2.645776306152342983e+01,3.142009258745746880e+00
1.358794746268540621e+01,5.470556826843950837e+00,-5.470556659405417577e+00,7.438467297649894450e-01,4.093755477905276763e+01,0.000000000000000000e+00,2.591028915405272670e+01,3.141840068889231397e+00
1.368794746417552233e+01,5.460863168573714788e+00,-5.460863094664395234e+00,7.254027861080936113e-01,4.045210212707522857e+01,0.000000000000000000e+00,2.536376892089842983e+01,3.141757177496293796e+00
1.378794746566563845e+01,5.451180715165550694e+00,-5.451180547020911149e+00,2.073576399129675452e-01,3.996142906188968169e+01,0.000000000000000000e+00,2.481821762084960170e+01,3.141841030311676164e+00
1.388794746715575457e+01,5.639688127215946700e+00,-5.639688104905266286e+00,-6.812067576672106717e-02,3.947117752075198638e+01,0.000000000000000000e+00,2.426195465087889858e+01,3.141681602268377116e+00
1.398794746864587069e+01,5.777612774238236604e+00,-5.777612773309572347e+00,-6.821078320248130655e-02,3.898158210754397857e+01,0.000000000000000000e+00,2.369008193969725795e+01,3.141574738702775704e+00
1.408794747013598680e+01,5.892157155507214306e+00,-5.892157117058320459e+00,-6.813889338652344418e-02,3.849260658264163482e+01,0.000000000000000000e+00,2.310587631225585170e+01,3.141478414085515425e+00
1.418794747162610292e+01,5.994897555387877830e+00,-5.994897551933609847e+00,-6.800714441373903463e-02,3.800426620483401763e+01,0.000000000000000000e+00,2.251095138549803920e+01,3.141626598892352629e+00
