9.187947397120296955e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.287947398610413074e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.387947400100529194e+00,6.363799040335627666e+01,1.408880130527827923e+01
9.487947401590645313e+00,4.393566672385244232e+01,-2.700228646239515840e+01
9.587947403080761433e+00,-1.291309446227949564e+01,-1.047359458282406308e+01
9.687947404570877552e+00,-8.944604963027220634e+00,8.590828626848287186e+00
9.787947406060993671e+00,2.684712981143947186e+00,1.411511639849868827e+00
9.887947407551109791e+00,-9.359603964563416589e-01,-3.243362661430711391e+00
9.987947409041225910e+00,-3.865844868232397591e+00,-4.285162378309276932e+00
1.008794741053134203e+01,-1.853845458452582085e+00,-3.404665473995337255e+00
1.018794741202145815e+01,-9.414542036214470500e-01,-3.181442483477500138e-01
1.028794741351157427e+01,-6.521568309868188695e-01,1.064035505037438822e+00
1.038794741500169039e+01,-5.376468898758000048e-01,-2.288229334866042353e-01
1.048794741649180651e+01,-4.945244794503803054e-01,-5.852721118283942259e-01
1.058794741798192263e+01,-4.714223580122209323e-01,-5.941798462916414447e-01
1.068794741947203875e+01,-4.523349514405147764e-01,-1.745273702837478180e-01
1.078794742096215487e+01,-4.350050153279466092e-01,1.427885118201373538e-01
1.088794742245227098e+01,-4.193178008427814740e-01,1.030218727898145857e-02
1.098794742394238710e+01,-4.040912443409552246e-01,-8.245068975685293511e-02
1.108794742543250322e+01,-3.889038951229321084e-01,-8.385075141685691125e-02
1.118794742692261934e+01,-3.740279941738133274e-01,-3.669901610336638587e-02
1.128794742841273546e+01,-3.595328636008482959e-01,1.562669557448669380e-02
1.138794742990285158e+01,-1.605466402861615849e-01,9.660202743229252126e-03
1.148794743139296770e+01,-1.128065690903426788e+00,-2.650397956223499857e-02
1.158794743288308382e+01,-5.130083268274177044e+00,-1.452898011472822035e-02
1.168794743437319994e+01,-3.462942607136907824e+00,5.247713321682032778e-03
1.178794743586331606e+01,5.231797034079178621e-01,6.696610576175083748e-03
1.188794743735343218e+01,-3.511206238064638052e-01,4.033899897814917541e-03
