2.955990144051611423e+01,1.139772935305564090e+02,0.000000000000000000e+00,9.528266474825018983e-01,4.143462672458246843e+00,5.070922346985937246e+00,-1.787293991405809912e+00
2.965990144200623035e+01,5.885971899989132794e+01,0.000000000000000000e+00,1.284195142178709670e+00,2.710390742394434671e+00,3.504806425323009123e+00,-1.790128201173258216e+00
2.975990144349634647e+01,6.317133413256360086e+01,0.000000000000000000e+00,1.548348440393292780e+00,1.845563647562364074e-01,2.699700592238594599e+00,-1.790651136343062610e+00
2.985990144498646259e+01,5.102745380509562523e+01,0.000000000000000000e+00,1.782645539690022707e+00,9.309518100187871292e-01,2.528503990405335689e+00,-1.790114224246751373e+00
2.995990144647657871e+01,4.236381241459779545e+01,0.000000000000000000e+00,2.008236569608174538e+00,1.181958511011359736e+00,2.354635137108404663e+00,-1.789939212122671375e+00
3.005990144796669483e+01,3.890026010696431058e+01,0.000000000000000000e+00,2.225090580550090014e+00,1.039424716686633721e+00,2.197189467886906833e+00,-1.789854570510644560e+00
3.015990144945681095e+01,3.831547060006903394e+01,0.000000000000000000e+00,2.431276084052058195e+00,6.409948808612578874e-01,2.065172369654037610e+00,-1.789757041404849813e+00
3.025990145094692707e+01,3.818156445974436508e+01,0.000000000000000000e+00,2.626161981512350696e+00,2.530576347153173922e-01,1.947984742484859089e+00,-1.789622236565107105e+00
3.035990145243704319e+01,3.791422975011958130e+01,0.000000000000000000e+00,2.810101178552740553e+00,1.782594149582151372e-02,1.838763657430527942e+00,-1.789509937289736508e+00
3.045990145392715931e+01,3.756983369255641492e+01,0.000000000000000000e+00,2.983683260716845975e+00,1.451356346014290866e-01,1.735705981677979404e+00,-1.789460436101649732e+00
3.055990145541727543e+01,3.724137556996109311e+01,0.000000000000000000e+00,3.147564669542546767e+00,1.604642594123804333e-01,1.638251345671123849e+00,-1.789363008432625302e+00
3.065990145690739155e+01,3.692918671119412011e+01,0.000000000000000000e+00,3.302285258472253293e+00,1.155271669188694117e-01,1.546254219267012342e+00,-1.789206968404863929e+00
